age_range,gender,income_range,location,ad_type,ad_topic,ctr,conversion_rate,conv_per_impr,ub
15-25,Male,25k-50k,Rural,Text,Health,0.055825,0.189625,0.010585815625,5000
15-25,Male,25k-50k,Rural,Text,Technology,0.04272,0.2761,0.011794992,5000
15-25,Male,25k-50k,Rural,Text,Travel,0.041199999999999994,0.1987,0.008186439999999998,5000
15-25,Male,25k-50k,Rural,Video,Fashion,0.041042857142857145,0.2046714285714286,0.008400300204081633,5000
15-25,Male,25k-50k,Rural,Video,Finance,0.044475,0.109575,0.004873348125,5000
15-25,Male,25k-50k,Rural,Video,Food,0.048299999999999996,0.14758,0.007128113999999999,5000
15-25,Male,25k-50k,Rural,Video,Health,0.05188,0.23942000000000002,0.012421109600000002,5000
15-25,Male,25k-50k,Rural,Video,Technology,0.040825,0.208225,0.008500785625,5000
15-25,Male,25k-50k,Rural,Video,Travel,0.0431125,0.1368,0.00589779,5000
15-25,Male,25k-50k,Suburban,Banner,Fashion,0.0625,0.26715,0.016696875,5000
15-25,Male,25k-50k,Suburban,Banner,Finance,0.0551,0.201875,0.011123312500000001,5000
15-25,Male,25k-50k,Suburban,Banner,Food,0.03996,0.19805999999999999,0.0079144776,5000
15-25,Male,25k-50k,Suburban,Banner,Health,0.04226,0.12878,0.0054422428,5000
15-25,Male,25k-50k,Suburban,Banner,Technology,0.039575,0.20295000000000002,0.008031746250000001,5000
15-25,Male,25k-50k,Suburban,Banner,Travel,0.04688,0.19466,0.0091256608,5000
15-25,Male,25k-50k,Suburban,Native,Fashion,0.04995,0.30610000000000004,0.015289695000000002,5000
15-25,Male,25k-50k,Suburban,Native,Finance,0.056319999999999995,0.20623999999999998,0.011615436799999998,5000
15-25,Male,25k-50k,Suburban,Native,Food,0.06097272727272727,0.15187272727272727,0.009260094380165288,5000
15-25,Male,25k-50k,Suburban,Native,Health,0.06543333333333333,0.21519999999999997,0.014081253333333332,5000
15-25,Male,25k-50k,Suburban,Native,Technology,0.061675,0.221125,0.013637884375,5000
15-25,Male,25k-50k,Suburban,Native,Travel,0.038400000000000004,0.20368,0.007821312,5000
15-25,Male,25k-50k,Suburban,Text,Fashion,0.04772,0.34278,0.016357461599999998,5000
15-25,Male,25k-50k,Suburban,Text,Finance,0.054975,0.1255375,0.006901424062500001,5000
15-25,Male,25k-50k,Suburban,Text,Food,0.04115714285714286,0.27747142857142854,0.011419931224489794,5000
15-25,Male,25k-50k,Suburban,Text,Health,0.0506,0.25503333333333333,0.012904686666666667,5000
15-25,Male,25k-50k,Suburban,Text,Technology,0.0546,0.24142000000000002,0.013181532000000003,5000
15-25,Male,25k-50k,Suburban,Text,Travel,0.05505,0.2645,0.014560725000000002,5000
15-25,Male,25k-50k,Suburban,Video,Fashion,0.047075,0.152925,0.007198944375,5000
15-25,Male,25k-50k,Suburban,Video,Finance,0.056683333333333336,0.18945,0.0107386575,5000
15-25,Male,25k-50k,Suburban,Video,Food,0.04638,0.23213999999999996,0.010766653199999997,5000
15-25,Male,25k-50k,Suburban,Video,Health,0.05982857142857143,0.16507142857142856,0.009875987755102041,5000
15-25,Male,25k-50k,Suburban,Video,Technology,0.05005714285714286,0.19631428571428572,0.009826932244897961,5000
15-25,Male,25k-50k,Suburban,Video,Travel,0.053739999999999996,0.17963,0.0096533162,5000
15-25,Male,25k-50k,Urban,Banner,Fashion,0.0447125,0.2152,0.009622130000000001,5000
15-25,Male,25k-50k,Urban,Banner,Finance,0.0263,0.29115,0.007657245000000001,5000
15-25,Male,25k-50k,Urban,Banner,Food,0.06102,0.25329999999999997,0.015456365999999997,5000
15-25,Male,25k-50k,Urban,Banner,Health,0.05446666666666666,0.14536666666666667,0.007917637777777778,5000
15-25,Male,25k-50k,Urban,Banner,Technology,0.0723,0.1841,0.013310430000000002,5000
15-25,Male,25k-50k,Urban,Banner,Travel,0.05554,0.10828,0.0060138712,5000
15-25,Male,25k-50k,Urban,Native,Fashion,0.060225,0.221975,0.013368444375,5000
15-25,Male,25k-50k,Urban,Native,Finance,0.045283333333333335,0.20858333333333334,0.009445348611111112,5000
15-25,Male,25k-50k,Urban,Native,Food,0.04596666666666666,0.18426666666666666,0.008470124444444444,5000
15-25,Male,25k-50k,Urban,Native,Health,0.052559999999999996,0.17762,0.0093357072,5000
15-25,Male,25k-50k,Urban,Native,Technology,0.062,0.1295,0.008029,5000
15-25,Male,25k-50k,Urban,Native,Travel,0.03883333333333333,0.23223333333333332,0.009018394444444444,5000
15-25,Male,25k-50k,Urban,Text,Fashion,0.05558,0.26539999999999997,0.014750931999999998,5000
15-25,Male,25k-50k,Urban,Text,Finance,0.042188888888888894,0.13564444444444446,0.00572268839506173,5000
15-25,Male,25k-50k,Urban,Text,Food,0.06445,0.165525,0.01066808625,5000
15-25,Male,25k-50k,Urban,Text,Health,0.044340000000000004,0.19512000000000002,0.0086516208,5000
15-25,Male,25k-50k,Urban,Text,Technology,0.04186666666666666,0.10406666666666668,0.004356924444444445,5000
15-25,Male,25k-50k,Urban,Text,Travel,0.053559999999999997,0.18632,0.0099792992,5000
15-25,Male,25k-50k,Urban,Video,Fashion,0.07055,0.155625,0.01097934375,5000
15-25,Male,25k-50k,Urban,Video,Finance,0.042300000000000004,0.33385,0.014121855,5000
15-25,Male,25k-50k,Urban,Video,Food,0.04998333333333333,0.16018333333333332,0.008006496944444443,5000
15-25,Male,25k-50k,Urban,Video,Technology,0.052837499999999996,0.17757499999999998,0.009382619062499998,5000
15-25,Male,25k-50k,Urban,Video,Travel,0.0496,0.10320000000000001,0.00511872,5000
15-25,Male,50k-75k,Rural,Banner,Fashion,0.065275,0.1899,0.012395722500000001,5000
15-25,Male,50k-75k,Rural,Banner,Finance,0.045000000000000005,0.1488,0.0066960000000000006,5000
15-25,Male,50k-75k,Rural,Banner,Food,0.0624,0.0858,0.00535392,5000
15-25,Male,50k-75k,Rural,Banner,Health,0.041499999999999995,0.27044999999999997,0.011223674999999997,5000
15-25,Male,50k-75k,Rural,Banner,Technology,0.052774999999999996,0.216525,0.011427106874999999,5000
15-25,Male,50k-75k,Rural,Banner,Travel,0.052160000000000005,0.20248,0.010561356800000001,5000
15-25,Male,50k-75k,Rural,Native,Fashion,0.0473,0.103,0.0048719,5000
15-25,Male,50k-75k,Rural,Native,Finance,0.042925,0.1729,0.007421732499999999,5000
15-25,Male,50k-75k,Rural,Native,Food,0.03145,0.18625,0.0058575625,5000
15-25,Male,50k-75k,Rural,Native,Health,0.047200000000000006,0.226075,0.010670740000000001,5000
15-25,Male,50k-75k,Rural,Native,Technology,0.05096666666666667,0.3423,0.01744589,5000
15-25,Male,50k-75k,Rural,Native,Travel,0.0612,0.1443,0.008831160000000001,5000
15-25,Male,50k-75k,Rural,Text,Fashion,0.0514,0.1493,0.007674019999999999,5000
15-25,Male,50k-75k,Rural,Text,Finance,0.0345,0.1355,0.004674750000000001,5000
15-25,Male,50k-75k,Rural,Text,Food,0.049975,0.204575,0.010223635625,5000
15-25,Male,50k-75k,Rural,Text,Health,0.0354,0.226225,0.008008365,5000
15-25,Male,50k-75k,Rural,Text,Technology,0.0453,0.22716666666666666,0.01029065,5000
15-25,Male,50k-75k,Rural,Text,Travel,0.04505454545454545,0.1479818181818182,0.006667253553719008,5000
15-25,Male,50k-75k,Rural,Video,Fashion,0.03769,0.29602,0.0111569938,5000
15-25,Male,50k-75k,Rural,Video,Finance,0.05932727272727272,0.24480000000000002,0.014523316363636364,5000
15-25,Male,50k-75k,Rural,Video,Food,0.036775,0.19067499999999998,0.007012073125,5000
15-25,Male,50k-75k,Rural,Video,Health,0.059019999999999996,0.16299,0.0096196698,5000
15-25,Male,50k-75k,Rural,Video,Technology,0.048100000000000004,0.16525,0.007948525000000001,5000
15-25,Male,50k-75k,Rural,Video,Travel,0.03805,0.15714999999999998,0.0059795575,5000
15-25,Male,50k-75k,Suburban,Banner,Fashion,0.049375,0.213775,0.010555140625,5000
15-25,Male,50k-75k,Suburban,Banner,Finance,0.05118333333333333,0.24251666666666663,0.012412811388888886,5000
15-25,Male,50k-75k,Suburban,Banner,Food,0.04746666666666668,0.24003333333333332,0.011393582222222224,5000
15-25,Male,50k-75k,Suburban,Banner,Health,0.042866666666666664,0.22186666666666666,0.009510684444444443,5000
15-25,Male,50k-75k,Suburban,Banner,Technology,0.048459999999999996,0.1381,0.006692325999999999,5000
15-25,Male,50k-75k,Suburban,Banner,Travel,0.055674999999999995,0.273775,0.015242423124999998,5000
15-25,Male,50k-75k,Suburban,Native,Fashion,0.05098333333333333,0.17531666666666668,0.008938228055555556,5000
15-25,Male,50k-75k,Suburban,Native,Finance,0.044,0.38315,0.016858599999999998,5000
15-25,Male,50k-75k,Suburban,Native,Food,0.060566666666666664,0.13673333333333335,0.008281482222222223,5000
15-25,Male,50k-75k,Suburban,Native,Health,0.03463333333333333,0.24886666666666665,0.00861908222222222,5000
15-25,Male,50k-75k,Suburban,Native,Technology,0.0577,0.2548,0.014701960000000002,5000
15-25,Male,50k-75k,Suburban,Native,Travel,0.04285,0.21078000000000002,0.009031923,5000
15-25,Male,50k-75k,Suburban,Text,Fashion,0.040639999999999996,0.26162,0.0106322368,5000
15-25,Male,50k-75k,Suburban,Text,Finance,0.05343,0.16042,0.0085712406,5000
15-25,Male,50k-75k,Suburban,Text,Food,0.061099999999999995,0.16663333333333333,0.010181296666666666,5000
15-25,Male,50k-75k,Suburban,Text,Health,0.046725,0.35662499999999997,0.016663303125,5000
15-25,Male,50k-75k,Suburban,Text,Technology,0.05212,0.18037999999999998,0.0094014056,5000
15-25,Male,50k-75k,Suburban,Text,Travel,0.062400000000000004,0.0535,0.0033384,5000
15-25,Male,50k-75k,Suburban,Video,Fashion,0.063225,0.2796,0.017677710000000003,5000
15-25,Male,50k-75k,Suburban,Video,Finance,0.041633333333333335,0.21866666666666668,0.009103822222222223,5000
15-25,Male,50k-75k,Suburban,Video,Food,0.040825,0.180325,0.007361768125,5000
15-25,Male,50k-75k,Suburban,Video,Health,0.047625,0.1109125,0.0052822078125,5000
15-25,Male,50k-75k,Suburban,Video,Technology,0.04462000000000001,0.09802,0.004373652400000001,5000
15-25,Male,50k-75k,Suburban,Video,Travel,0.043366666666666664,0.305,0.013226833333333332,5000
15-25,Male,50k-75k,Urban,Banner,Fashion,0.05753333333333334,0.15834444444444445,0.009110083703703704,5000
15-25,Male,50k-75k,Urban,Banner,Finance,0.047966666666666664,0.18046666666666666,0.008656384444444444,5000
15-25,Male,50k-75k,Urban,Banner,Food,0.040425,0.1688,0.006823740000000001,5000
15-25,Male,50k-75k,Urban,Banner,Health,0.039925,0.354175,0.014140436875000002,5000
15-25,Male,50k-75k,Urban,Banner,Technology,0.06465,0.2665,0.017229225,5000
15-25,Male,50k-75k,Urban,Banner,Travel,0.057679999999999995,0.21000000000000002,0.0121128,5000
15-25,Male,50k-75k,Urban,Native,Fashion,0.043611111111111114,0.1285888888888889,0.005607904320987655,5000
15-25,Male,50k-75k,Urban,Native,Finance,0.05548571428571429,0.23431428571428572,0.013001095510204083,5000
15-25,Male,50k-75k,Urban,Native,Food,0.04628,0.1663,0.007696364000000001,5000
15-25,Male,50k-75k,Urban,Native,Health,0.057620000000000005,0.20396,0.011752175200000001,5000
15-25,Male,50k-75k,Urban,Native,Technology,0.04335,0.2811125,0.012186226875,5000
15-25,Male,50k-75k,Urban,Native,Travel,0.059375,0.275225,0.016341484375,5000
15-25,Male,50k-75k,Urban,Text,Fashion,0.051739999999999994,0.098,0.005070519999999999,5000
15-25,Male,50k-75k,Urban,Text,Finance,0.04933333333333333,0.16763333333333336,0.008269911111111113,5000
15-25,Male,50k-75k,Urban,Text,Food,0.0701,0.15963333333333335,0.011190296666666667,5000
15-25,Male,50k-75k,Urban,Text,Health,0.05125999999999999,0.19219999999999998,0.009852171999999998,5000
15-25,Male,50k-75k,Urban,Text,Technology,0.050525,0.045175,0.002282466875,5000
15-25,Male,50k-75k,Urban,Text,Travel,0.042525,0.2248,0.00955962,5000
15-25,Male,50k-75k,Urban,Video,Fashion,0.051133333333333336,0.25085833333333335,0.012827222777777779,5000
15-25,Male,50k-75k,Urban,Video,Finance,0.05226666666666666,0.15980000000000003,0.008352213333333334,5000
15-25,Male,50k-75k,Urban,Video,Food,0.0623,0.143475,0.008938492499999999,5000
15-25,Male,50k-75k,Urban,Video,Health,0.03665,0.23270000000000002,0.008528455,5000
15-25,Male,50k-75k,Urban,Video,Technology,0.06254,0.19798,0.012381669199999999,5000
15-25,Male,50k-75k,Urban,Video,Travel,0.03465,0.1586125,0.005495923125,5000
15-25,Male,75k-100k,Rural,Banner,Fashion,0.03955,0.22035,0.0087148425,5000
15-25,Male,75k-100k,Rural,Banner,Finance,0.0419,0.262,0.010977800000000001,5000
15-25,Male,75k-100k,Rural,Banner,Food,0.0431,0.0673,0.00290063,5000
15-25,Male,75k-100k,Rural,Banner,Health,0.028499999999999998,0.41286666666666666,0.011766699999999998,5000
15-25,Male,75k-100k,Rural,Banner,Technology,0.043,0.3877,0.016671099999999998,5000
15-25,Male,75k-100k,Rural,Native,Fashion,0.0635,0.3964,0.0251714,5000
15-25,Male,75k-100k,Rural,Native,Food,0.038900000000000004,0.3241,0.01260749,5000
15-25,Male,75k-100k,Rural,Native,Health,0.0626,0.1631,0.01021006,5000
15-25,Male,75k-100k,Rural,Native,Technology,0.0274,0.1677,0.004594979999999999,5000
15-25,Male,75k-100k,Rural,Native,Travel,0.07755000000000001,0.3132,0.02428866,5000
15-25,Male,75k-100k,Rural,Text,Fashion,0.04185,0.13745000000000002,0.005752282500000001,5000
15-25,Male,75k-100k,Rural,Text,Finance,0.04735,0.46044999999999997,0.0218023075,5000
15-25,Male,75k-100k,Rural,Text,Health,0.0733,0.1044,0.007652520000000001,5000
15-25,Male,75k-100k,Rural,Text,Technology,0.07205,0.07565,0.0054505824999999996,5000
15-25,Male,75k-100k,Rural,Video,Technology,0.07915,0.0529,0.004187035,5000
15-25,Male,75k-100k,Rural,Video,Travel,0.0654,0.0966,0.00631764,5000
15-25,Male,75k-100k,Suburban,Banner,Fashion,0.06606666666666666,0.25533333333333336,0.016869022222222224,5000
15-25,Male,75k-100k,Suburban,Banner,Finance,0.0703,0.1581,0.01111443,5000
15-25,Male,75k-100k,Suburban,Banner,Health,0.0432,0.31679999999999997,0.01368576,5000
15-25,Male,75k-100k,Suburban,Banner,Technology,0.05076666666666666,0.1905,0.009671049999999999,5000
15-25,Male,75k-100k,Suburban,Banner,Travel,0.05,0.15785,0.0078925,5000
15-25,Male,75k-100k,Suburban,Native,Fashion,0.0096,0.2442,0.00234432,5000
15-25,Male,75k-100k,Suburban,Native,Finance,0.0522,0.2571,0.013420620000000001,5000
15-25,Male,75k-100k,Suburban,Native,Food,0.07605,0.27965,0.0212673825,5000
15-25,Male,75k-100k,Suburban,Native,Health,0.0524,0.28883333333333333,0.015134866666666667,5000
15-25,Male,75k-100k,Suburban,Native,Technology,0.0,0.2389,0.0,5000
15-25,Male,75k-100k,Suburban,Text,Fashion,0.0135,0.1274,0.0017199000000000001,5000
15-25,Male,75k-100k,Suburban,Text,Finance,0.05015,0.14415,0.0072291225,5000
15-25,Male,75k-100k,Suburban,Text,Food,0.057249999999999995,0.34935,0.0200002875,5000
15-25,Male,75k-100k,Suburban,Text,Travel,0.0401,0.0499,0.00200099,5000
15-25,Male,75k-100k,Suburban,Video,Fashion,0.0831,0.2249,0.018689189999999998,5000
15-25,Male,75k-100k,Suburban,Video,Food,0.0333,0.19076666666666667,0.00635253,5000
15-25,Male,75k-100k,Suburban,Video,Health,0.0141,0.3032,0.00427512,5000
15-25,Male,75k-100k,Suburban,Video,Technology,0.0754,0.3793,0.02859922,5000
15-25,Male,75k-100k,Suburban,Video,Travel,0.0398,0.2436,0.00969528,5000
15-25,Male,75k-100k,Urban,Banner,Finance,0.016149999999999998,0.18514999999999998,0.0029901724999999994,5000
15-25,Male,75k-100k,Urban,Banner,Food,0.0472,0.044,0.0020767999999999997,5000
15-25,Male,75k-100k,Urban,Banner,Technology,0.0463,0.4309,0.01995067,5000
15-25,Male,75k-100k,Urban,Banner,Travel,0.0252,0.0733,0.00184716,5000
15-25,Male,75k-100k,Urban,Native,Food,0.052199999999999996,0.2719,0.014193179999999998,5000
15-25,Male,75k-100k,Urban,Native,Travel,0.0603,0.2471,0.01490013,5000
15-25,Male,75k-100k,Urban,Text,Finance,0.04515,0.1986,0.00896679,5000
15-25,Male,75k-100k,Urban,Text,Technology,0.04925,0.07505,0.0036962125000000005,5000
15-25,Male,75k-100k,Urban,Text,Travel,0.0593,0.0499,0.00295907,5000
15-25,Male,75k-100k,Urban,Video,Fashion,0.0301,0.1251,0.0037655099999999993,5000
15-25,Male,75k-100k,Urban,Video,Food,0.0509,0.2869,0.01460321,5000
15-25,Male,75k-100k,Urban,Video,Health,0.0655,0.2065,0.01352575,5000
15-25,Male,75k-100k,Urban,Video,Technology,0.05345,0.16595,0.008870027499999999,5000
15-25,Male,100k+,Rural,Video,Technology,0.0437,0.075,0.0032775,5000
15-25,Male,100k+,Rural,Video,Travel,0.0274,0.1745,0.0047813,5000
15-25,Male,100k+,Suburban,Banner,Fashion,0.0408,0.2137,0.008718960000000001,5000
15-25,Male,100k+,Suburban,Native,Travel,0.0637,0.2331,0.014848470000000002,5000
15-25,Male,100k+,Suburban,Text,Finance,0.0708,0.2901,0.02053908,5000
15-25,Male,100k+,Urban,Banner,Fashion,0.0708,0.3684,0.02608272,5000
15-25,Male,100k+,Urban,Banner,Finance,0.047850000000000004,0.28300000000000003,0.013541550000000003,5000
15-25,Male,100k+,Urban,Video,Food,0.0614,0.1846,0.01133444,5000
15-25,Male,100k+,Urban,Video,Technology,0.0442,0.1201,0.00530842,5000
15-25,Male,100k+,Urban,Video,Travel,0.021,0.0691,0.0014510999999999999,5000
15-25,Other,0-25k,Rural,Banner,Fashion,0.0634,0.1698,0.01076532,5000
15-25,Other,0-25k,Rural,Banner,Technology,0.0457,0.1835,0.00838595,5000
15-25,Other,0-25k,Rural,Banner,Travel,0.0641,0.0853,0.0054677300000000005,5000
15-25,Other,0-25k,Rural,Native,Food,0.022,0.1796,0.0039512,5000
15-25,Other,0-25k,Rural,Text,Travel,0.019,0.1148,0.0021812,5000
15-25,Other,0-25k,Rural,Video,Technology,0.0357,0.5868,0.02094876,5000
15-25,Other,0-25k,Suburban,Banner,Health,0.0623,0.2515,0.01566845,5000
15-25,Other,0-25k,Suburban,Banner,Technology,0.0308,0.2453,0.0075552399999999995,5000
15-25,Other,0-25k,Suburban,Native,Fashion,0.0954,0.1521,0.014510340000000002,5000
15-25,Other,0-25k,Suburban,Native,Technology,0.0608,0.3164,0.01923712,5000
15-25,Other,0-25k,Suburban,Video,Travel,0.0537,0.0182,0.00097734,5000
15-25,Other,0-25k,Urban,Banner,Finance,0.0601,0.1151,0.00691751,5000
15-25,Other,0-25k,Urban,Banner,Health,0.0217,0.2407,0.00522319,5000
15-25,Other,0-25k,Urban,Banner,Technology,0.05785,0.19135,0.011069597499999998,5000
15-25,Other,0-25k,Urban,Video,Health,0.0433,0.1668,0.00722244,5000
15-25,Other,25k-50k,Rural,Banner,Fashion,0.0367,0.3156,0.01158252,5000
15-25,Other,25k-50k,Rural,Banner,Finance,0.040400000000000005,0.18725,0.007564900000000001,5000
15-25,Other,25k-50k,Rural,Banner,Technology,0.015,0.2003,0.0030045,5000
15-25,Other,25k-50k,Rural,Native,Fashion,0.046,0.11925,0.0054855,5000
15-25,Other,25k-50k,Rural,Native,Finance,0.0624,0.296,0.018470399999999998,5000
15-25,Other,25k-50k,Rural,Native,Food,0.041049999999999996,0.15835,0.006500267499999999,5000
15-25,Other,25k-50k,Rural,Native,Health,0.0116,0.2287,0.0026529199999999996,5000
15-25,Other,25k-50k,Rural,Native,Technology,0.04,0.0634,0.002536,5000
15-25,Other,25k-50k,Rural,Native,Travel,0.0835,0.3915,0.032690250000000004,5000
15-25,Other,25k-50k,Rural,Text,Food,0.0655,0.0945,0.00618975,5000
15-25,Other,25k-50k,Rural,Text,Health,0.04616666666666667,0.14956666666666665,0.006904994444444444,5000
15-25,Other,25k-50k,Rural,Text,Technology,0.0798,0.1128,0.00900144,5000
15-25,Other,25k-50k,Rural,Text,Travel,0.0517,0.1002,0.00518034,5000
15-25,Other,25k-50k,Rural,Video,Finance,0.0391,0.1862,0.007280420000000001,5000
15-25,Other,25k-50k,Rural,Video,Travel,0.051199999999999996,0.2125,0.010879999999999999,5000
15-25,Other,25k-50k,Suburban,Banner,Fashion,0.0581,0.0708,0.00411348,5000
15-25,Other,25k-50k,Suburban,Banner,Health,0.0061,0.2546,0.00155306,5000
15-25,Other,25k-50k,Suburban,Banner,Technology,0.06625,0.1615,0.010699375,5000
15-25,Other,25k-50k,Suburban,Native,Fashion,0.0513,0.11309999999999999,0.00580203,5000
15-25,Other,25k-50k,Suburban,Native,Finance,0.0745,0.1703,0.01268735,5000
15-25,Other,25k-50k,Suburban,Native,Food,0.0573,0.1695,0.00971235,5000
15-25,Other,25k-50k,Suburban,Native,Health,0.0056,0.4048,0.0022668799999999998,5000
15-25,Other,25k-50k,Suburban,Text,Finance,0.05843333333333334,0.16826666666666665,0.009832382222222222,5000
15-25,Other,25k-50k,Suburban,Text,Food,0.0568,0.3081,0.01750008,5000
15-25,Other,25k-50k,Suburban,Text,Travel,0.0038,0.2281,0.0008667799999999999,5000
15-25,Other,25k-50k,Suburban,Video,Fashion,0.053,0.1082,0.0057346,5000
15-25,Other,25k-50k,Suburban,Video,Food,0.0833,0.2309,0.01923397,5000
15-25,Other,25k-50k,Suburban,Video,Travel,0.04485,0.2594,0.011634090000000001,5000
15-25,Other,25k-50k,Urban,Banner,Fashion,0.04965,0.0759,0.0037684349999999997,5000
15-25,Other,25k-50k,Urban,Banner,Food,0.0254,0.1846,0.00468884,5000
15-25,Other,25k-50k,Urban,Native,Finance,0.0725,0.1781,0.01291225,5000
15-25,Other,25k-50k,Urban,Native,Food,0.0319,0.4439,0.01416041,5000
15-25,Other,25k-50k,Urban,Native,Health,0.034,0.0949,0.0032266,5000
15-25,Other,25k-50k,Urban,Native,Technology,0.0644,0.07555,0.0048654200000000005,5000
15-25,Other,25k-50k,Urban,Text,Fashion,0.0577,0.16,0.009232,5000
15-25,Other,25k-50k,Urban,Text,Food,0.0421,0.41775,0.017587275,5000
