Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR
14,Male,42670.88,Suburban,Banner,Fashion,Search Engine,5,2023-07-16 20:45:56.899351,0.0879,0.0545
11,Female,66601.1,Suburban,Banner,Health,Social Media,4,2023-10-14 20:45:56.899351,0.1875,0.0639
44,Female,65081.34,Rural,Native,Food,Website,9,2023-07-18 20:45:56.899351,0.3433,0.0503
17,Male,25785.82,Urban,Text,Fashion,Website,6,2023-05-30 20:45:56.899351,0.4908,0.0659
27,Male,55323.4,Suburban,Banner,Travel,Search Engine,6,2023-07-13 20:45:56.899351,0.0142,0.0358
26,Male,77011.92,Rural,Text,Health,Website,5,2023-05-05 20:45:56.899351,0.2653,0.0271
34,Female,88790.43,Suburban,Native,Travel,Search Engine,4,2024-01-22 20:45:56.899351,0.3709,0.0824
5,Male,46153.33,Rural,Banner,Health,Search Engine,3,2023-10-25 20:45:56.899351,0.2167,0.0522
37,Female,38402.13,Rural,Banner,Fashion,Social Media,6,2023-10-02 20:45:56.899351,0.2668,0.0906
42,Male,72176.28,Urban,Banner,Food,Social Media,6,2023-07-22 20:45:56.899351,0.2982,0.0672
36,Female,38545.23,Urban,Native,Finance,Search Engine,4,2023-11-30 20:45:56.899351,0.1536,0.0583
30,Female,62037.63,Suburban,Banner,Health,Search Engine,10,2023-05-19 20:45:56.899351,0.1342,0.0344
36,Female,84915.03,Suburban,Video,Food,Search Engine,7,2023-09-21 20:45:56.899351,0.1899,0.0485
40,Male,34920.76,Rural,Banner,Finance,Social Media,6,2023-12-28 20:45:56.899351,0.0977,0.0615
-6,Male,56785.22,Urban,Banner,Food,Search Engine,4,2023-09-30 20:45:56.899351,0.0654,0.0513
64,Male,13674.28,Suburban,Native,Finance,Search Engine,3,2023-08-13 20:45:56.899351,0.063,0.0489
40,Female,59407.96,Urban,Banner,Travel,Search Engine,3,2024-03-26 20:45:56.899351,0.0576,0.0547
25,Male,17279.22,Urban,Native,Health,Social Media,4,2023-06-20 20:45:56.899351,0.3572,0.0724
29,Male,60360.64,Urban,Banner,Food,Social Media,5,2024-01-01 20:45:56.899351,0.0635,0.0827
42,Male,56144.82,Rural,Text,Food,Website,7,2024-04-02 20:45:56.899351,0.183,0.0629
33,Female,42556.75,Suburban,Banner,Fashion,Social Media,6,2023-06-12 20:45:56.899351,0.2048,0.0396
4,Male,85683.95,Rural,Native,Technology,Search Engine,8,2024-04-15 20:45:56.899351,0.221,0.0386
65,Female,85562.57,Suburban,Video,Health,Search Engine,1,2023-11-24 20:45:56.899351,0.3251,0.0243
33,Male,64512.13,Suburban,Video,Finance,Website,4,2023-07-15 20:45:56.899351,0.2018,0.0393
50,Female,39061.49,Urban,Native,Technology,Social Media,4,2024-04-04 20:45:56.899351,0.2265,0.0965
24,Male,27701.67,Rural,Text,Finance,Website,2,2023-06-21 20:45:56.899351,0.0633,0.0829
58,Female,25979.28,Rural,Video,Finance,Social Media,5,2023-07-07 20:45:56.899351,0.0836,0.0603
39,Male,48131.97,Suburban,Native,Travel,Search Engine,6,2023-09-25 20:45:56.899351,0.4269,0.0529
44,Male,40081.4,Rural,Banner,Finance,Search Engine,6,2024-03-25 20:45:56.899351,0.2094,0.0263
19,Female,45684.09,Urban,Banner,Food,Social Media,6,2023-09-17 20:45:56.899351,0.3244,0.0511
53,Female,-2697.51,Rural,Text,Health,Social Media,4,2023-11-30 20:45:56.899351,0.2165,0.0439
45,Female,35165.62,Rural,Banner,Technology,Search Engine,6,2023-10-03 20:45:56.899351,0.299,0.0294
54,Female,39916.33,Rural,Banner,Technology,Social Media,4,2023-04-30 20:45:56.899351,0.0542,0.0207
25,Male,11576.36,Suburban,Text,Travel,Website,6,2023-09-23 20:45:56.899351,0.1736,0.0661
27,Male,40412.51,Rural,Video,Fashion,Website,4,2024-02-03 20:45:56.899351,0.019,0.0533
69,Male,23723.76,Suburban,Video,Food,Search Engine,6,2023-08-06 20:45:56.899351,0.0383,0.0257
19,Other,37393.9,Urban,Native,Health,Search Engine,3,2024-02-28 20:45:56.899351,0.0949,0.034
32,Male,32702.72,Rural,Native,Fashion,Search Engine,7,2024-01-08 20:45:56.899351,0.2769,0.0274
52,Male,19457.81,Rural,Video,Food,Website,4,2023-08-02 20:45:56.899351,0.2873,0.0601
36,Male,74154.79,Rural,Video,Health,Website,4,2024-03-07 20:45:56.899351,0.0539,0.05
43,Female,77075.22,Suburban,Native,Food,Search Engine,4,2024-01-14 20:45:56.899351,0.0111,0.0768
29,Male,29402.77,Rural,Video,Fashion,Website,5,2023-12-23 20:45:56.899351,0.2251,0.0607
40,Male,55033.53,Rural,Native,Health,Social Media,4,2023-09-02 20:45:56.899351,0.1698,0.059
15,Female,26284.3,Suburban,Video,Fashion,Website,4,2024-03-16 20:45:56.899351,0.3643,0.0148
59,Male,24481.97,Suburban,Native,Technology,Social Media,2,2023-10-19 20:45:56.899351,0.2859,0.0849
33,Female,47352.23,Urban,Native,Food,Search Engine,2,2023-12-09 20:45:56.899351,0.4715,0.0349
24,Male,50155.04,Rural,Video,Fashion,Search Engine,7,2023-09-16 20:45:56.899351,0.2072,0.0473
44,Male,26811.14,Urban,Native,Food,Search Engine,5,2024-02-27 20:45:56.899351,0.0393,0.0531
28,Other,53469.29,Rural,Native,Health,Search Engine,3,2023-09-06 20:45:56.899351,0.1293,0.0604
14,Male,33158.88,Urban,Native,Food,Website,2,2023-08-28 20:45:56.899351,0.2284,0.0395
14,Male,47746.25,Urban,Native,Fashion,Search Engine,5,2023-08-27 20:45:56.899351,0.3502,0.0723
45,Male,40786.58,Suburban,Banner,Health,Search Engine,6,2024-02-07 20:45:56.899351,0.2494,0.0401
32,Female,26610.92,Urban,Banner,Travel,Search Engine,2,2023-06-25 20:45:56.899351,0.3749,0.0565
32,Male,95328.82,Suburban,Video,Fashion,Social Media,6,2024-04-09 20:45:56.899351,0.1158,0.0619
51,Male,58787.03,Suburban,Text,Health,Search Engine,4,2023-06-07 20:45:56.899351,0.1499,0.0647
18,Male,67340.16,Suburban,Video,Health,Social Media,4,2024-02-06 20:45:56.899351,0.0327,0.041
24,Female,37273.19,Urban,Banner,Food,Website,3,2024-03-14 20:45:56.899351,0.2133,0.0494
29,Male,70256.21,Urban,Native,Health,Social Media,9,2023-08-20 20:45:56.899351,0.1608,0.0588
36,Male,60705.99,Suburban,Video,Technology,Website,2,2023-12-14 20:45:56.899351,0.1329,0.0572
34,Male,75961.11,Suburban,Video,Travel,Website,3,2023-05-20 20:45:56.899351,0.3631,0.059
30,Other,43267.65,Rural,Text,Food,Social Media,5,2023-06-03 20:45:56.899351,0.1227,0.0487
34,Male,64893.46,Urban,Native,Travel,Website,2,2024-02-23 20:45:56.899351,0.1267,0.0704
33,Male,51412.33,Rural,Banner,Travel,Social Media,3,2024-02-24 20:45:56.899351,0.174,0.0423
24,Female,60658.33,Suburban,Video,Fashion,Search Engine,3,2023-05-18 20:45:56.899351,0.1298,0.0847
22,Other,81555.75,Rural,Banner,Food,Search Engine,3,2023-05-04 20:45:56.899351,0.3697,0.0462
39,Male,34174.28,Urban,Native,Travel,Social Media,3,2023-09-11 20:45:56.899351,0.0588,0.0666
21,Male,1452.43,Suburban,Video,Travel,Website,4,2024-02-03 20:45:56.899351,0.3274,0.0629
17,Female,48000.96,Rural,Native,Health,Website,3,2024-03-02 20:45:56.899351,0.1387,0.0631
30,Male,58802.63,Urban,Text,Finance,Search Engine,6,2024-01-06 20:45:56.899351,0.2084,0.0337
32,Female,45752.46,Suburban,Banner,Travel,Search Engine,7,2023-09-27 20:45:56.899351,0.1297,0.0283
68,Female,33761.56,Rural,Text,Fashion,Social Media,4,2024-02-28 20:45:56.899351,0.09,0.0497
24,Male,27028.8,Suburban,Native,Finance,Website,6,2023-12-06 20:45:56.899351,0.3023,0.0404
49,Male,41646.0,Urban,Banner,Fashion,Website,3,2023-08-26 20:45:56.899351,0.0613,0.0682
46,Female,46203.62,Rural,Banner,Technology,Website,8,2024-03-28 20:45:56.899351,0.1016,0.0463
17,Other,18616.96,Urban,Banner,Health,Social Media,3,2023-09-02 20:45:56.899351,0.2407,0.0217
46,Female,64247.77,Urban,Native,Technology,Search Engine,1,2024-04-19 20:45:56.899351,0.0363,0.0419
17,Male,41933.3,Urban,Native,Finance,Website,2,2023-12-14 20:45:56.899351,0.1128,0.0232
-4,Male,53985.19,Urban,Banner,Technology,Search Engine,6,2023-06-24 20:45:56.899351,0.0708,0.0375
44,Female,29784.07,Urban,Text,Finance,Social Media,3,2023-10-05 20:45:56.899351,0.1673,0.0297
8,Female,35025.63,Urban,Native,Fashion,Social Media,5,2023-10-09 20:45:56.899351,0.3937,0.0509
41,Male,43050.55,Suburban,Banner,Food,Search Engine,5,2023-08-11 20:45:56.899351,0.031,0.0207
24,Other,60980.48,Rural,Native,Travel,Website,6,2023-10-11 20:45:56.899351,0.1442,0.0436
59,Other,23765.46,Suburban,Banner,Travel,Social Media,7,2023-08-23 20:45:56.899351,0.0312,0.0515
51,Female,59059.97,Rural,Text,Travel,Search Engine,7,2023-07-29 20:45:56.899351,0.1791,0.0433
28,Female,75299.76,Urban,Video,Finance,Search Engine,8,2023-08-09 20:45:56.899351,0.0738,0.0947
24,Male,23434.09,Rural,Text,Fashion,Social Media,5,2023-08-17 20:45:56.899351,0.4274,0.0386
16,Male,95389.65,Suburban,Banner,Health,Search Engine,1,2023-10-13 20:45:56.899351,0.437,0.0651
28,Other,10547.94,Urban,Text,Fashion,Search Engine,5,2024-02-01 20:45:56.899351,0.0984,0.0433
30,Male,47165.07,Rural,Text,Food,Social Media,6,2024-03-30 20:45:56.899351,0.2424,0.0689
29,Male,90978.21,Rural,Banner,Technology,Social Media,6,2023-05-05 20:45:56.899351,0.2356,0.0313
37,Other,63696.09,Rural,Banner,Travel,Website,4,2023-07-29 20:45:56.899351,0.1652,0.0188
43,Female,26271.71,Rural,Video,Travel,Website,7,2023-07-21 20:45:56.899351,0.1668,0.0637
40,Other,50190.67,Urban,Banner,Travel,Website,10,2023-09-21 20:45:56.899351,0.1832,0.0829
23,Female,61027.02,Suburban,Banner,Fashion,Search Engine,5,2023-07-16 20:45:56.899351,0.2341,0.0419
13,Male,59934.46,Rural,Native,Finance,Search Engine,6,2023-12-28 20:45:56.899351,0.2313,0.0687
55,Female,39955.58,Rural,Video,Technology,Search Engine,10,2023-04-23 20:45:56.899351,0.4189,0.0292
24,Female,65272.17,Rural,Text,Health,Search Engine,3,2023-12-04 20:45:56.899351,0.2612,0.0339
25,Male,64986.99,Rural,Video,Technology,Search Engine,6,2024-04-04 20:45:56.900348,0.1231,0.0327
27,Female,69774.85,Suburban,Video,Technology,Social Media,2,2024-02-13 20:45:56.900348,0.1196,0.0203
7,Female,71069.21,Rural,Banner,Travel,Search Engine,3,2024-01-13 20:45:56.900348,0.3845,0.0547
27,Male,39583.05,Urban,Native,Technology,Social Media,5,2023-12-27 20:45:56.900348,0.0507,0.065
27,Male,81861.45,Rural,Native,Finance,Social Media,3,2024-03-28 20:45:56.900348,0.108,0.0813
44,Female,73892.6,Rural,Native,Finance,Website,5,2023-05-09 20:45:56.900348,0.2494,0.0934
45,Male,26118.11,Rural,Text,Finance,Social Media,5,2023-08-09 20:45:56.900348,0.3722,0.0704
35,Female,36117.74,Suburban,Video,Fashion,Website,6,2023-08-23 20:45:56.900348,0.3275,0.0264
48,Male,44493.18,Urban,Video,Food,Website,10,2023-11-18 20:45:56.900348,0.1251,0.0713
40,Male,56836.94,Suburban,Text,Food,Search Engine,5,2024-04-16 20:45:56.900348,0.261,0.0233
34,Female,42014.67,Rural,Native,Food,Website,7,2024-01-22 20:45:56.900348,0.1197,0.0223
37,Male,50288.71,Suburban,Native,Fashion,Website,3,2023-12-08 20:45:56.900348,0.2627,0.0397
32,Male,46811.01,Suburban,Banner,Finance,Search Engine,4,2023-12-03 20:45:56.900348,0.0677,0.017
29,Female,40872.24,Rural,Banner,Food,Website,8,2023-05-07 20:45:56.900348,0.1065,0.0407
30,Other,78055.87,Urban,Native,Travel,Search Engine,7,2023-11-15 20:45:56.900348,0.1142,0.0575
18,Male,54822.88,Suburban,Banner,Health,Social Media,8,2024-03-07 20:45:56.900348,0.1002,0.0537
39,Male,50144.95,Rural,Banner,Food,Search Engine,3,2024-02-12 20:45:56.900348,0.1183,0.0453
20,Male,32469.29,Suburban,Video,Health,Search Engine,6,2023-05-05 20:45:56.900348,0.269,0.093
47,Male,59122.85,Urban,Video,Finance,Social Media,2,2023-05-20 20:45:56.900348,0.3045,0.0736
31,Other,48039.53,Urban,Text,Finance,Website,7,2024-03-02 20:45:56.900348,0.1598,0.0811
35,Male,29828.18,Urban,Video,Technology,Website,7,2023-06-29 20:45:56.900348,0.3584,0.0384
42,Female,22933.46,Suburban,Banner,Travel,Website,9,2024-02-25 20:45:56.900348,0.2893,0.0603
44,Male,32837.72,Rural,Native,Technology,Social Media,5,2023-04-27 20:45:56.900348,0.0271,0.0252
11,Male,66123.94,Suburban,Video,Fashion,Social Media,5,2024-03-23 20:45:56.900348,0.2809,0.0475
31,Female,28721.05,Suburban,Text,Finance,Website,6,2023-06-10 20:45:56.900348,0.4152,0.0444
48,Male,47883.64,Rural,Native,Technology,Website,8,2024-03-21 20:45:56.900348,0.4964,0.0523
9,Female,58552.34,Suburban,Banner,Technology,Search Engine,5,2023-06-23 20:45:56.900348,0.1312,0.0636
40,Female,33520.79,Rural,Native,Travel,Website,5,2023-08-14 20:45:56.900348,0.139,0.0481
1,Male,86179.7,Rural,Video,Technology,Website,7,2023-11-03 20:45:56.900348,0.1648,0.0527
19,Male,18402.73,Urban,Text,Finance,Search Engine,7,2024-01-18 20:45:56.900348,0.1808,0.0659
35,Female,49395.57,Rural,Native,Travel,Search Engine,6,2023-11-04 20:45:56.900348,0.1936,0.063
10,Male,43612.08,Rural,Video,Finance,Social Media,5,2023-06-20 20:45:56.900348,0.3709,0.0703
20,Female,60555.99,Suburban,Banner,Technology,Social Media,7,2023-04-24 20:45:56.900348,0.2355,0.0164
12,Male,20682.79,Suburban,Banner,Fashion,Search Engine,5,2024-04-14 20:45:56.900348,0.0735,0.0433
59,Female,61878.48,Urban,Text,Fashion,Website,3,2024-02-26 20:45:56.900348,0.171,0.0506
37,Female,32607.47,Rural,Text,Finance,Website,3,2023-07-22 20:45:56.900348,0.2808,0.059
43,Male,57367.13,Rural,Text,Travel,Search Engine,3,2024-03-11 20:45:56.900348,0.3776,0.0678
31,Female,59021.04,Urban,Video,Health,Social Media,3,2023-06-25 20:45:56.900348,0.1628,0.0479
29,Female,61937.13,Urban,Text,Finance,Website,5,2024-03-04 20:45:56.900348,0.1305,0.0389
10,Female,27086.87,Rural,Native,Food,Website,2,2024-02-05 20:45:56.900348,0.2865,0.0503
30,Other,48738.12,Urban,Native,Technology,Search Engine,6,2023-08-19 20:45:56.900348,0.1275,0.0436
23,Male,48549.82,Suburban,Banner,Travel,Website,2,2023-05-13 20:45:56.900348,0.3196,0.0745
47,Male,36956.27,Rural,Banner,Fashion,Social Media,3,2023-05-04 20:45:56.900348,0.1258,0.0716
52,Male,88814.21,Suburban,Banner,Food,Website,3,2024-04-01 20:45:56.900348,0.1638,0.0745
56,Male,10006.0,Suburban,Text,Fashion,Social Media,2,2024-01-13 20:45:56.900348,0.3896,0.0821
47,Female,40533.15,Rural,Video,Health,Social Media,2,2023-09-23 20:45:56.900348,0.511,0.0413
26,Other,36356.03,Suburban,Text,Food,Social Media,5,2023-04-28 20:45:56.900348,0.0071,0.0549
18,Female,9864.18,Rural,Native,Technology,Social Media,3,2023-11-04 20:45:56.900348,0.2598,0.011
46,Female,46061.82,Rural,Video,Health,Social Media,5,2023-08-25 20:45:56.900348,0.0086,0.0619
40,Female,50235.62,Urban,Video,Travel,Social Media,3,2023-11-25 20:45:56.900348,0.0418,0.0386
8,Female,67268.04,Rural,Text,Health,Search Engine,6,2024-02-11 20:45:56.900348,0.2135,0.0369
40,Female,60980.86,Suburban,Banner,Technology,Website,9,2023-06-06 20:45:56.900348,0.1388,0.0394
47,Male,60072.52,Urban,Banner,Health,Website,4,2023-06-12 20:45:56.900348,0.3516,0.0842
35,Male,67554.39,Rural,Native,Travel,Search Engine,1,2023-08-03 20:45:56.900348,0.2169,0.0585
32,Female,39980.07,Rural,Banner,Fashion,Website,5,2023-05-04 20:45:56.900348,0.117,0.0291
22,Male,45046.31,Rural,Native,Technology,Social Media,6,2023-12-08 20:45:56.900348,0.1428,0.0311
13,Male,65383.99,Rural,Video,Travel,Search Engine,4,2023-08-24 20:45:56.900348,0.3445,0.0155
47,Male,41220.84,Rural,Video,Fashion,Website,4,2023-10-31 20:45:56.900348,0.3535,0.0365
30,Male,65252.36,Suburban,Native,Technology,Social Media,5,2023-10-31 20:45:56.900348,0.2299,0.0409
31,Male,30106.01,Rural,Video,Food,Website,5,2024-04-15 20:45:56.900348,0.1321,0.0466
60,Male,31995.6,Rural,Video,Food,Search Engine,5,2023-12-11 20:45:56.900348,0.1872,0.0632
45,Female,45283.6,Suburban,Text,Technology,Social Media,3,2023-07-22 20:45:56.900348,0.1777,0.0252
40,Male,61117.88,Suburban,Banner,Travel,Social Media,4,2024-03-03 20:45:56.900348,0.0761,0.0817
37,Male,38328.83,Suburban,Banner,Health,Search Engine,3,2024-04-11 20:45:56.900348,0.2847,0.0191
57,Male,50849.67,Suburban,Banner,Fashion,Website,8,2024-03-14 20:45:56.900348,0.3027,0.032
60,Female,60953.49,Urban,Banner,Technology,Social Media,3,2023-09-17 20:45:56.900348,0.2291,0.0371
48,Female,58995.82,Urban,Native,Technology,Social Media,3,2023-08-30 20:45:56.900348,0.4327,0.0257
43,Male,90124.08,Rural,Text,Finance,Website,6,2024-03-26 20:45:56.900348,0.0877,0.055
3,Female,61260.99,Urban,Native,Travel,Website,2,2023-11-03 20:45:56.900348,0.2035,0.0416
36,Male,41395.29,Urban,Video,Travel,Social Media,8,2023-12-23 20:45:56.900348,0.186,0.0553
33,Female,42144.9,Urban,Native,Fashion,Social Media,3,2024-03-04 20:45:56.900348,0.3121,0.0856
36,Female,62255.63,Urban,Banner,Technology,Search Engine,4,2024-04-13 20:45:56.900348,0.2762,0.0887
49,Male,42901.16,Rural,Video,Food,Search Engine,3,2023-10-06 20:45:56.900348,0.1355,0.0532
-6,Female,49068.17,Urban,Banner,Food,Website,6,2023-06-18 20:45:56.900348,0.2509,0.0265
26,Female,65944.8,Urban,Video,Finance,Website,5,2023-06-20 20:45:56.900348,0.0464,0.0985
39,Other,49416.01,Urban,Video,Fashion,Website,2,2024-01-30 20:45:56.900348,0.2053,0.0636
27,Male,46253.87,Suburban,Banner,Health,Website,6,2024-03-06 20:45:56.900348,0.3569,0.0058
13,Female,44667.64,Rural,Native,Technology,Website,4,2024-01-21 20:45:56.900348,0.0589,0.064
48,Male,38182.17,Suburban,Video,Travel,Social Media,2,2023-10-07 20:45:56.900348,0.2081,0.0618
39,Male,58981.21,Rural,Text,Travel,Social Media,3,2024-02-09 20:45:56.900348,0.4947,0.0696
20,Male,59310.72,Rural,Video,Finance,Search Engine,4,2023-12-29 20:45:56.900348,0.1621,0.0675
39,Male,77540.9,Urban,Native,Travel,Website,4,2024-03-12 20:45:56.900348,0.6136,0.0558
47,Male,57488.4,Urban,Native,Travel,Social Media,7,2023-07-26 20:45:56.900348,0.3022,0.0417
35,Male,91278.91,Urban,Video,Food,Website,7,2023-08-27 20:45:56.900348,0.1157,0.052
47,Male,39929.82,Rural,Text,Finance,Website,1,2023-12-28 20:45:56.900348,0.2554,0.0265
36,Female,95281.03,Rural,Native,Fashion,Search Engine,11,2024-04-03 20:45:56.900348,0.2702,0.0867
29,Other,66400.77,Suburban,Video,Food,Social Media,5,2023-11-10 20:45:56.900348,0.6312,0.0529
17,Male,57524.49,Urban,Text,Finance,Social Media,2,2023-05-20 20:45:56.900348,0.0242,0.0453
33,Male,52699.72,Suburban,Banner,Finance,Search Engine,6,2024-02-22 20:45:56.900348,0.5999,0.0555
37,Male,35028.09,Suburban,Video,Technology,Social Media,5,2024-03-03 20:45:56.900348,0.155,0.067
48,Female,36160.64,Urban,Banner,Finance,Social Media,9,2023-06-06 20:45:56.900348,0.2065,0.0717
33,Female,19837.1,Suburban,Native,Health,Social Media,4,2023-07-03 20:45:56.900348,0.2284,0.0339
41,Male,32898.47,Suburban,Text,Finance,Social Media,3,2023-12-27 20:45:56.900348,0.2389,0.0421
20,Male,43306.44,Rural,Banner,Finance,Social Media,9,2023-08-14 20:45:56.900348,0.162,0.0285
23,Male,44591.22,Suburban,Text,Food,Website,13,2024-03-23 20:45:56.900348,0.184,0.0327
33,Male,64896.98,Suburban,Video,Technology,Website,3,2023-08-12 20:45:56.900348,0.146,0.0425
19,Male,62736.51,Urban,Native,Technology,Website,4,2023-07-30 20:45:56.900348,0.1037,0.0188
47,Female,73818.8,Rural,Native,Food,Search Engine,5,2023-09-01 20:45:56.900348,0.0217,0.0762
41,Female,42695.17,Rural,Video,Food,Search Engine,5,2023-07-31 20:45:56.900348,0.0976,0.0467
39,Male,50533.39,Suburban,Text,Finance,Website,4,2023-10-25 20:45:56.900348,0.0111,0.0031
40,Male,53714.05,Rural,Native,Technology,Website,6,2023-04-28 20:45:56.900348,0.3597,0.0513
65,Female,7421.95,Suburban,Banner,Finance,Website,5,2023-07-02 20:45:56.900348,0.1177,0.0597
27,Male,48775.98,Urban,Native,Travel,Search Engine,7,2023-12-02 20:45:56.900348,0.3056,0.0369
1,Female,46705.78,Suburban,Text,Health,Social Media,4,2023-11-15 20:45:56.900348,0.268,0.0498
37,Female,81965.78,Suburban,Video,Finance,Search Engine,2,2024-03-23 20:45:56.900348,0.1301,0.0681
34,Male,57567.78,Urban,Text,Finance,Social Media,5,2023-06-26 20:45:56.900348,0.0987,0.0038
27,Male,32240.61,Rural,Native,Travel,Website,5,2024-04-19 20:45:56.900348,0.0844,0.0648
20,Other,53193.66,Suburban,Banner,Fashion,Social Media,4,2023-08-19 20:45:56.900348,0.2946,0.0347
28,Male,69404.18,Suburban,Text,Technology,Search Engine,6,2023-08-19 20:45:56.900348,0.3687,0.0519
37,Female,41354.46,Urban,Banner,Health,Website,3,2024-02-25 20:45:56.900348,0.2054,0.0672
27,Male,65245.99,Suburban,Native,Health,Website,6,2024-04-16 20:45:56.900348,0.3009,0.0338
71,Female,30174.79,Rural,Banner,Technology,Website,2,2023-06-25 20:45:56.900348,0.1139,0.0631
20,Female,49587.84,Rural,Native,Technology,Search Engine,4,2023-04-26 20:45:56.900348,0.3129,0.0813
23,Male,12648.29,Suburban,Video,Food,Website,3,2023-04-24 20:45:56.900348,0.1149,0.062
0,Male,76594.64,Suburban,Native,Finance,Website,5,2024-03-29 20:45:56.900348,0.1123,0.0497
38,Male,44288.7,Urban,Native,Travel,Social Media,6,2023-08-22 20:45:56.900348,0.3387,0.0372
4,Female,58109.26,Urban,Video,Food,Website,6,2023-12-18 20:45:56.900348,0.163,0.0336
26,Male,36381.59,Urban,Text,Technology,Social Media,5,2024-04-16 20:45:56.900348,0.2791,0.021
30,Male,39732.26,Suburban,Native,Technology,Social Media,2,2023-08-15 20:45:56.900348,0.1446,0.0371
24,Female,12138.58,Urban,Banner,Food,Social Media,6,2023-08-15 20:45:56.900348,0.1255,0.0407
61,Male,48436.52,Urban,Banner,Finance,Search Engine,7,2023-11-09 20:45:56.900348,0.116,0.0143
49,Male,40817.46,Urban,Native,Fashion,Website,7,2024-01-08 20:45:56.900348,0.1861,0.0443
54,Male,78766.14,Urban,Video,Fashion,Website,3,2023-09-14 20:45:56.900348,0.0712,0.0528
